user_id,user_name,movie_id,movie_name,movie_rating,movie_review,
16,saketh,103,sitaramam,9,"When I'm typing it, I'm so much emotional and I can tell it was a fantastic experience, yes still eyes are moist and heartache is so real, no words to actually explain, so with such feelings I'm still reviewing it (yeah, want to write with full emotions, may be after few hours it might fade away)...
So I'm not a viewer who relish then romance, but yes romance like DDLJ to Dil chahta hai had given me enough satisfaction as a viewer..
Now I watched something similar as big and as brilliant of all love story..",
16,saketh,101,eega,7,"The story is old, but the execution is new and fresh. Eega is by far the most brilliant animation and graphics film. The hardwork put in by the entire team is clearly visible onscreen. In addition to that, Keervani's music gels well with the film's narrative around love and revenge drama.",
16,saketh,104,sankranthiki vastunam,8,Anil Ravipudi is one of the rare directors in the Telugu film industry who consistently delivers commercial comedy movies that appeal to a broad audience. His style is a unique blend of the legendary directors EVV Satyanarayana and Jandhyala.,
16,saketh ,108,lala land,7,"This is, hands down, the greatest romance I've ever seen. I am not a fan of musicals, but La La Land sold it to me. It just tears your heart out! It's charming, lovely, smart, and heart-warming. Emma Stone shined like a diamond in this film, combining the best of her acting, gorgeous looks, and charming character. I could not have picked a better couple for this film than Emma Stone and Ryan Gosling.",
16,saketh ,107,django unchained,8,"Tarantino is the kind of director who can take on any genre in the world and make an award winning film out of it. Though a western film, Django isn't a cowboy hero, rather a free slave anti-hero. He's neither good nor bad, but is a steadfast individual who ends up learning a whole lot from the German bounty hunter who freed him. The only thing he wants back is his beloved wife, but ends up facing brutal violence, harsh negotiating, and formidable plantation owners. The fiery revenge in Django's attitude throughout the film gives the feeling that he might explode at any given second, yet he somehow fastens it to a leash. He is an attentive, patient, yet zealous man slowly making his way from the bottom to the top. The use of wide angle filming in this movie captures every bit of vivid landscape imaginable in 19th century Texas, giving the viewers a deeper appreciation for Tarantino's masterful filming in which he habitually displays. it's an violent action packed character-driven drama. Really can't say much more than this. Just watch it now.",
16,saketh ,113,back to the future ,7,"Back to the Future"" blends science fiction, humor, and adventure, making it a fun and engaging watch for audiences of all ages. ",
1,roshan ,113,back to the future ,9,"Inventive, funny, and breathlessly constructed, Back to the Future is a rousing time-travel adventure with an unforgettable spirit. ",
3,mahesh,114,terminator 1,8,"The Terminator is like Die Hard, a thrilling well-made film that succeeds as an action film and a film in general, and treats its audience and genre with respect.",
3,mahesh,117,john wick 1,9,"John Wick is an absolute cinematic masterpiece that redefines the action genre. From the very first scene to the last, the film grabs you by the throat and doesn't let go, taking you on a thrilling roller-coaster ride of non-stop adrenaline-pumping action and raw emotion.",
3,mahesh,115,terminator 2,9,"Even 32 years later, ""Terminator 2: Judgment Day"" remains the best sequel ever made and one of the best action films of all-time. For a film that was extremely expensive to make, being the first $100 million film, along with it being made with a very short time window, James Cameron came together with his crew and crafted a follow up that he wasn't even interested in at first until he was paid $6 million to do it and put came this masterpiece of a Sci-fi action vehicle.",
3,mahesh,118,john wick 2,8,"The fine wine of action films…
The original John Wick was a film that came out of nowhere at the end of 2014, and reminded everyone how good an action film really could be!
It so rightfully became a cult classic among action fans, and was quickly regarded as being one of the best action films of all time!
A sequel was in full demand and quickly solidified itself as being one of the best action sequels ever made, John Wick Chapter 2 delivers everything that fans of the first film would want, with more cool and colourful characters, a lived-in world of assassins, and some of the most stunning action sequences to ever grace the screen in over a decade.",
16,saketh ,116,mission impossible,7,"Probably a good  action film, i just finished watching this for the first time in about 20 years. Full of action, suspense and great stunts",
3,mahesh,106,rrr,7.5,"good movie with high end cinematography, visual, action scenes and emotions. this movie has great acting contributions and i like the two main characters and conflivts they have.",
3,mahesh,112,titanic,6.5,"titanic ia a good love story with an emotinal ending and scary obstacles. worth every minute to watch.,",
3,mahesh,107,django unchained,8,it is one of the best action cow-by movie i ever watched. cudos to director quentin tarantino,
16,saketh ,119,dead pool,8,"This movie is just a masterpiece. Funny and highly entertaining from beginning to end, Deadpool is the perfect blend of a comedic tone and a serious tone, being one of the funniest movies I've seen yet at times being genuinely sweet. The funny quips and raunchy jokes that pop out of Wade's mouth during a fight or serious moment work, the jokes land perfectly, they will guarantee too make you laugh, they don't feel forced and the breaking of the fourth wall is a lot of fun, fitting the movie nicely. The action is as fun and bloody as you want action in a Deadpool movie to be; of course, I can't end off of the review without talking about Ryan Reynolds' phenomenal performance as this merc with a mouth , I can't think of anyone that would of played the role better, he hits the tone perfectly, his delivery of jokes and diolouge overall is peak acting in my eyes, and he just matches Wade Wilson's charisma outstandingly.",
3,mahesh,119,dead pool,8.5,"Just saw it in theaters and enjoyed every bit of it. Hard to explain without spoiling it but it has action, comedy, violence, and a bunch of familiar characters. One big thing I appreciate with movies is as I got older is not being able to predict every scene. Predictable movies get boring since after the first few minutes or even the trailer you can write the whole script out. But the good ones always surprise you with new twists. It is a marvel super hero movie so there is always that ending but everything else is so unique.",
3,mahesh,120,terminator 3,6,it is not as good as the first two parts. it's an average watch. have few good action scenes that's it.,
16,saketh ,121,mission impossible 2,7.5,"The movie didn't seem quite as good as the first installment in the first half but it proved me wrong in the second half where all the magic began.
The movie doesn't bore you as it continues to move at a rapid pace which is much better than Mission Impossible 1.
The storyline is interesting and the movie is full of amazing actions and stunts. The bike chase scene is beautifully shot and is visually pleasing.",
1,roshan ,121,mission impossible 2,6.5,"Mission impossible 2 is probably the weakest movie from the franchise and fails in some points but does have good moments to offer. The movie seems to only having interests to go fighting sequences every time and sometimes ignores the plot. When it comes to action sequences, they are good but gets ruined because the director always put those over dramatic slow motion effects which looks dumb.",
1,roshan ,116,mission impossible,7,fast-paced action-thriller.,
1,roshan ,122,the shinning,4,"very slow paced film, had a terrible watch.",
3,mahesh,122,the shinning,8,"I love this movie. It is genuinely up there as my favorite horror and seat-edge, thrilling film and it is most definitely my favorite Stephen King adaptation and my favourite Stanley Kubrick film.",
4,yashwanth,104,sankranthiki vastunam,8,had lots of fun. anil ravipudi never failed to make a family entertainer. have a good laughter in the theater.,
4,yashwanth,123,mad,9,"the story revolves around the college life, which we feel very close and funny. there are many moments where we can us in them. remembered many of my memories.",
4,yashwanth,124,mad 2,8,"like mad part one, this serves same comedy and funny scenes that make us break out in the theater. a good sequel follow up.",
4,yashwanth,112,american beauty,6,"it's a slow paced, well crafted comedy film that serves us with reality.",
4,yashwanth,125,geetanjali,7.5,out and out comedy entertainer with some horror scenes. can have some time pass and worth a watch.,
5,kamalnath,123,mad  ,8,i really had a good time watching the film. i have missed this out in the theaters but had a watch in the ott. it's a college story making us watch and laugh till  the end.,
5,kamalnath,124,mad 2,9,"a well made entertaining, comedy sequel with the same recipe we found in part one.",
5,kamalnath,102,maryada ramana,8,"Heart Whelming. When I said that, it's coming from my heart. It has flaws but memorable movie experience. Funny, suspense, comedy, Love. Played with all those things. No need to read another review, just go watch it.",
5,kamalnath,104,sankranthiki vastunam,8,Super block buster movie. Venkatesh Sir is as amazing at every new movies. His acceptance of scripts are really family entertainment and amazing comedy at a timing. Respect towards GURU at the climax is unbeatable which this generation kids much needed. Overall an ultimate start this year victory sir. Keep entertaining us with more scripts like this.,
5,kamalnath,113,back to the future ,7.5,"Overall, I found the movie fun to watch",
5,kamalnath,122,titanic,5.5,"it might be a good love story, but i am not able to keep up with that in the entire story.",
6,baba,139,nope,8.5,"Comedian turned virtuoso director and Oscar winner Jordan Peele has already proved himself to be a master of the horror genre, expertly interlacing thrills with hard-hitting social commentary to deliver smash hit films like “Get Out (2017)” and “Us (2019)”. With “Nope”, the director attempts his most ambitious project yet and passes with flying colors, giving us a stunningly original thriller that blends horror with sci-fi and leverages its talented cast to the fullest extent.",
6,baba,132,the sixth sense,8,"The Sixth Sense is a horror-thriller directed by M.Night Shyamalan who proves that, when he wants, he can come up with unique, creative ideas that challenge the idea of being and living. In terms of script, the film is perfect - the way it is structured is a clever one that makes you constantly pay attention to what is happening on screen. I was thinking towards the end of the film, that, even without knowing about the extraordinary and shocking twist, it would still be a flawless film- every character is presented well enough to grow on you while you are waiting for the final revelation. I did not expect it at all, but even without it, The Sixth Sense meant a lot to me- the kid's journey of self-release was slow, but steady, leaving some messages behind- he was not able to talk to living people, they didn't want to listen to him because of their selfish belief that paranormal did not exist: instead he could understand the wishes of the dead ones, who could truly appreciate the nature of living. ""I was repeating my lines"" said the boy somewhere in the story, even though we were seen that he did not have any- he kept them for the ghosts he would meet, because he started to feel important, useful to them. The film portrays how short and fragile life truly is- and how many regrets we carry with us till our death, and even beyond. The twist isn't the reason why the film is brilliant, it's actually the assurance that we'll be left truly shocked and changed in a way or another after watching it. 5/5",
6,baba,133,pyscho,8,"If perfect movies ever existed, “Psycho” is definitely one of them. It was filmed in 1960 and it is still considered to be one of the most terrifying movies of all time. Yes, there are not any perfectly detailed, scary sceneries (especially for those who have watched modern horror/thriller films), yet the storyline is scarier and more uncanny than most of the modern movies. ",
6,baba,137,evil dead 1,2,"Yes, Accepting that fact that this movie from 1980s, There was lot of technical challenges, I feel its a movie for children, They May scare about some scenes, But when they pass their adulthood, some scenes will make you nothing. I Appreciate the Director for utilizing the  available technology in the maximum level, Actors did their part well. Art Direction also did good.",
6,baba,138,evil dead 2,4,"Overall, this one was better than the first one. Many say that first one is better but I don't think as it is filled with more details, action and horror.",
6,baba,109,cure,6,"it's an psychological horror and terrifying movie, but i lost the pace somewhere in between.",
6,baba,101,eega,8,well crafted action and love drama with a different story brinnging lot of fun during the film by ss rajamouli.,
6,baba,122,the shining,9,it is the most scary film i have ever watched. it so deep and immersive. we can feel the change in the main character and involve in it. it's the best psychological horror film ever made. it have suspence and what not ?,
6,baba,114,terminator 1,7,james cameron made a good sci-fi action film. the character of arnold is too good and the action sequences are one of the best.,
6,baba,115,terminator 2,8,"this is the best sequel i ever gone through. it is better than part one in every aspect. in story wise, techinical wise, and with the action scenes in the film, we just get lot of thrill.",
6,baba,120,terminator 3,3,it is not upto the mark of part one and part two.,
6,baba,117,john wick 1,7,good action film in my opinion.,
6,baba,118,john wick 2,6,"Personally, I didn't care for Chapter 1, as I felt not much set it apart from the average assassin/revenge story other than great cinematography and choreography. But as a moderate action fan, I found Chapter 2 to be more enjoyable. ",
6,baba,140,joker,7,oaquin Phoenix did an impeccable job. Wow. Hats off to Joaquin who truly took this character to another level!! this is a psychological drama that refelcts the motives of a character aginst bad society.,
6,baba,141,joker 2,2,"The blending of musical and thriller is an ambitious project, but the film is not upto the mark.",
7,varshitha,137,evil dead 1,8,"This movie is a very memorable horror which has stood the test of time. With a fascinating story, loveable characters, erie scenery and some pretty gnarly death scenes, Evil Dead is one of the very few films from my parents' childhood I've actually really enjoyed. ",
7,varshitha,138,evil dead 2,8.5,"""Evil Dead 2"" (1987) is often considered the best movie in the franchise because it masterfully blends horror and comedy in a way that was groundbreaking for its time. Directed by Sam Raimi, the film is a sequel and partial remake of the original ""Evil Dead,"" but with a larger budget and more refined special effects.",
7,varshitha,139,nope,6,"Nope"" is both dissapointing and unique at the same time.have some suspence and horror. but is slow paced at times.",
6,baba,139,nope,9,Another success from Jordan peele in this unusual horror and sci-fi combination. Nope is full of messages and metaphors that are hinted at and referenced to throughout the film which add to the experience.,
7,varshitha,136,conjuring,8,"As a devoted horror enthusiast, I can confidently say that ""The Conjuring"" has solidified its position in my top three favorite horror movies of all time. This supernatural masterpiece crafted by James Wan has left an indelible mark on me, combining sheer terror with a deep emotional connection to the characters.",
7,varshitha,133,psycho,8.5,"I am always interested to watch thriller movies ,it is my favourite film genre . Hitchcock's Psycho is a classic thriller movie.As the name suggests, the movie portrays a psycho man.This movie starts with an elopement of a young lady named marione who stole 40,000 dollars.she murdered at the hotel of Norman and he buried her in a marshyland.Through the investigation of marione's missing, the truth reveals.",
7,varshitha,109,cure,4,"I expected there to be more twists, such as Takabe being Mamiya all along, that the building he found him in was where he thought that his wife was etc, slow burning, some good points but overall a little bit disappointed in the narrative.",
6,baba,109,cure,9,"Hypnosis, Psychology, Brain disorders, and so many things were presented in this movie in such a way that viewers who have never felt any brain problems might start to get dizzy after watching this movie. And I don't know why this movie is under the Horror genre too!! This should come under Psychological/Thriller. Some parts of the movie surely made me remind of ""memories of murder,"" but yeah, I surely can't compare them. The crafting of gradually showing all the relations between the evidence was beautifully done, also the way the movie highlights the dialogues and its visuals will surely make you a shrink! And can we all please take some of our time out and think about what just happened in the last scene!!OMG An absolute must-watch!!!",
7,varshitha,142,insidious 1,8,"Insidious is truly one of only a few truly scary and masterfully made horror movies even for people like me who don't get scared by horrors! Amazingly interesting, gripping and unique plot, great acting, undoubtedly outstanding  atmosphere and costumes, the suspense, the music and the overall feeling it leaves you with is exactly what a real horror film is all about! ",
8,navya,136,conjuring,9,"The Conjuring (2013) is one of my favorite paranormal/supernatural horror films of all time, and my absolute favorite James Wan project to date. The man is certainly one of the best directors currently working in the horror genre. I mentioned in my review of Insidious (2010) just how much I appreciate the way that Wan almost never uses stationary camera angles and/or movements in his work.",
8,navya,133,pyscho,8,"most iconic film. even though the movie is in black and white, it is so thrilling and felt horror. the hotel scene is terrible and cant get out of it. kudos to to alfred hitchcock. true classic film.",
8,navya,134,misery,7,This one is masterpiece. The movie keeps in a tense mood throughout. Each and every minute I'm thinking of what will happen next and I'm assuming this is gonna happen next and same thing I can see in the picture. Even though screenplay is predictable the director have managed to make audience not to take eyes out of the movie with its tense plot and by the characters acting ( only two characters ). The lady has won the oscar for her acting in this movie. But more I like of the man's acting where I find it more natural. Last scene climax is 'what the _____' moment. It's like kill your opponent with their weapon. Actually this one made me to have goosebumps.,
8,navya,142,insidious 1,8,"The film Insidious has done something many horror movies have failed to do recently, and that is to be scary. Insidious has a lot of really intense moments that scare, and then grab hold of you. Its not entirely made up of ""make you jump"" scenes, which it does have, but scenes with genuine horror.
Insidious has taken a risk with doing something original, and It works here for them. Without giving anything away the movie does not just talk about whats scary, or show the the aftermath of something going on in a room that you can only hear until its over and the door magically unlocks. Insidious shows you whats scary, and quite often reminds you whats there, and waiting in the dark.",
8,navya,143,insidious 2,9,"I loved this movie. Loved it, loved it, loved it. James Wan is one of the best directors of recent times and he makes his stand by offering two awesome horror movies this year. I personally preferred Insidious 2 though, as I appreciated the rich character development and the concept of the Further. There are clear references to The Shining and Psycho but this movie leaves its own mark of disturbing. ",
8,navya,144,insidious 3,7,"Yes, this is the best chapter till now...but it won't scare you a lot. It has a great story and some soulful performances....the best part is you don't have to see too many ""dark souls"" flying around like the other chapters... It fulfills the promises made..the journey to the beginning was great but i would have liked to see some more of it...anyways let's not go that far. This film is better than some terrible films made in the past two years under the ""horror"" category..and it has emotions is well.. This films is definitely the one i would spend my pocket money on... Overall verdict: 6/10 BUT I give +1 for Lin Shaye for her graceful Elise..She is flawless..so overall 7/10 for this chapter.",
9,yashna,112,titanic,9.5,"I have watched Titanic how many times I don't know. Everytime I watch it, I still cry, laugh, smile, and feel. The story flows with tension throughout the movie; two actors' acting and chemistry need applaud; Sinking ship is realistically filmed; 'My Heart Will Go On' is perfect fit for Jack and Roses' love-story and is timeless as well. All the movie's factors are fully qualified. What more can I say? It is the masterpiece.",
9,yashna,110,premalu,8,"After a long time watched a superb malayalam romantic comedy movie ""PREMALU"" directed  by Girish A.D starring Naslen, Mamitha, Shyam Mohan , Althaf Salim and Sangeeth Prathap..  two and half hours movie will make you laugh  throughout .",
9,yashna,105,american beauty,9,"American Beauty is, without a doubt, one of my all time favorite movies. The cast is beyond incredible—Kevin Spacey appears to have a sketchy personal life, but this isn’t about his real life—his acting in this movie is brilliant. His relatable, funny and intelligent style has you glued to the screen from start to end. Annette Bening is superb; I can see no one else playing this role; she’s simply fantastic; everyone else was spectacular as well—from the entire neighboring family to Mena Suvari, all did an outstanding job both independently and as a team. The plot line and twists were just genius; it’s so real and bittersweet at the same time. This movie is one I constantly bring up to new friends and acquaintances and although it premiered almost 2 decades ago, it has left a lasting impression. If you haven’t already, and you’re looking to be thoroughly entertained, watch American Beauty. I can’t say enough good things about it. It is truly one of a kind.",
10,kavya,112,titanic,9,"This is just a record breaker and you can see why. Even to this day I find anything Titanic related really interesting,. Such a great love and historic movie.",
10,kavya,110,premalu,8.5,very funny love story with engaging screenplay and a good chemistry between two lead roles.,
10,kavya,123,mad ,8,"Mad Mad fun, absolutely had a fun blast throughout. It's a complete entertainer, I had no expectations before watching the movie, but trust me when I say that not even 1 minute in the movie where I did not laugh. Laugh Riot and everyone did with excellent timing.",
10,kavya,108,lala land,9,"The vibrant colors and use of musical scores to set the mood for scenes transported myself back in time. This movie feels not only like a beautifully nostalgic nod to Hollywood of yesteryear, but also that of a timeless love story. Gosling and Stone have a charm to their chemistry on screen during the musical and dance numbers. All these aspects lead to a raw portrayal of love that many experience in life, with still providing a sense of hope and wonder to the viewers. I was entranced from the opening scene until the final note played by Goslings piano. I absolutely recommend this film to any and everyone!",
10,kavya,145,ninnu kori,9.5,"Ninnu Kori - A Telugu romantic comedy drama that stands true to its genre.Story portrays when protagonist goes out of the city for a year to focus on career, his lover's family gets her married to another man n then he attempts to get her back. The first half completely looks like any masala movies but what makes it worth is its second half. Quite an appealing movie that comes out with strong messages for the plenty out there who take their lives being broken up in love. Movie ends on a note that love doesn't need marriage while marriage needs love. Whatsoever, breakups are indeed not easier to go through and the last scene when he cries with the realisation makes one sentiment.",
10,kavya,147,ee nagaraniki emanindi ?,8,"As a cinema freak ,  Tharun sir is my favourite writer when it comes to writing comedy . the dialogues he has wrote are so neat and the way he brings it out from actors is fabulous . the sound he uses to tell a story is something we have seen very less in indian cinema . a good movie which has very unusual plot and as a filmmaker you will surely enjoy it .",
10,kavya,146,hi nanna,9,"""Hi Nanna"" is a film about a father's love for his daughter and a daughter's longing for her mother, whom she never met. It's a feel-good relationship drama that takes us on a journey with the characters throughout the movie. The interval bang is surprising, and the second half involves an emotional ride with a few suspenseful moments. Nani delivers one of his best performances, while Mrunal Thakur excels in her role. A special mention goes to Kiara Khanna, who portrays Mahi (Viraj's daughter) with ease, stealing the show with her amazing performance in emotional scenes. Supporting characters Priyadarshi, Nassar, Angad Bedi, Jayaram are decent in their respective roles. Debutant director Shouryuv's work is amazing, with impressive narration and screenplay. The music and background score by Hesham Abdul Wahad add essence and emotional punch to the scenes, delivering soothing music. The visuals are good. On the whole, it's a decent effort to bring out a heartwarming film. Don't miss it, it is a great love story with high emotinal impact.",
10,kavya ,148,aarya,8.5,"I feel like aarya is a classic film in telugu film industry, the love and romance in this film are so beautiful like the sun rise and the moon light.",
10,kavya ,149,aarya 2,5,"i expected it to be like aarya, as it is a sequel made after many years. even though the overall theme is good, the movie lacks, something. other wise it's a good love and friendship stuff.",
11,ramanand,147,ee nagaraniki emanindi ?,7.5,classic comedy film with most close appearing characters. must watch!,
11,ramanand,102,maryada ramana,8,"it's one of the best movies , director ss rajamouli made. romanctic, comedy, action what not ? an absolute cinema for entertainment.",
12,sravan,146,hi nanna,10,best film i ahve ever watched. had great emotional impact. amazing love story and emotional screenplay. the chemistry between main leads and the daughter is so addorable and effective. great great watch for me.,
12,sravan,148,aarya ,9,it's the best romantic movie i ever saw. it throws out the vibe of the movie into reality.,
12,sravan,149,aarya 2,6,hav good overall love and friendship story. but lacks emotional content.,
12,sravan,145,ninnu kori,9,great love story that will be relevant to every break up guy. must watch!! makes you cry and see yourself in the main character.,
12,sravan,147,ee nagaraniki emanindi ?,8.5,"movie binded with funny dialouges, natural characters and fresh story. really a good one.",
12,sravan,134,romanchan,8,horror and comedy film that makes you sit till the end and enjoy every minute.,
12,sravan,110,premalu,8,love story that we all can relate.,
12,sravan,123,mad,7.5,"Good movie to watch for all audiences, especially if you are highly interested in watching comedy movies.",
12,sravan,124,mad 2,6,"good watch if you like the comedy in mad, because this movies gives the same output.",
12,sravan,122,the shinning ,2,vey slow paced horror film. personally not a good watch if you like fast pace movies.,
13,dharani,131,get out,10,"This film is brilliantly unsettling and should leave you feeling inspired to create, even if you are not an artist. I was surprised that Jordan Peele, upon his first attempt at directing was able to capture the essence's of Hitchcock and Kubrick. This movie is a must see for all! Between the horror and the screams you'll soon find that Jordan Peele is an amazing artist/director!
",
13,dharani,122,the shinning ,9,great pyschological horror film from stanley kubrick. ,
13,dharani,109,cure,8,"horror and crime dictionary , if i want to watch a horror or cime movie again.",
13,dharani,140,joker,7,it's about the character. it's about the society. it's about what's running in the character's mind. a fine psychological movie if you want to have.,
13,dharani,141,joker 2,3,didn't reach my expectations at all.,
13,dharani,133,pyscho,10,"one word, it's a master piece! best thriller you can ever watch.",
13,dharani,130,us,7,"new idea, with good suspence , horror, terrifying, and thrilling elemennts that will make you to not blink your eye till the movie ends. good psychological film with mind bending twist in the end.",
13,dharani,139,nope,6.5,"As for the horror parts, I assumed there would be more than just the ones shown in the commercial, and while there was, again a lot of the horror/magic disappeared once the antagonist was shown.finally a decent watch.",
13,dharani,135,misery,8,"A real classic. This film has all the ingredients - a great story, fine casting, and pace. Still shocks after three decades. This intelligently crafted piece shows exactly what sharp directing and crisp cinematography can do - even more so in an age before the onset of over the top CGI. A must have in the horror section and a mystery thriller...",
13,dharani,106,rrr,8,great indian action film that really have the potential to reach oscars.,
14,beast123,139,nope,7," ""Horror"" doesn't mean only gory, bloody, slasher films. Suspense is integral to a horror film, and Nope delivers that. No story line? There's something strange going on in their gulch that killed their dad, they're trying to find out what it is - and capitalize on it. ",
14,beast123,132,the sixth sense,8,"When I first saw The Sixth Sense, I didn't know what to expect. I guess I was looking forward to a good scary horror flick. I was very surprised. I found that the purpose for this movie was far greater than just trying to scare the audience. I found this movie was showing not only the emotions of fear, but also faith, commitment, sadness of loss, and love. The end was so surprising, I had to see it again. The second time I watched it, I did it from a totally different perspective (this is a very rare quality for any movie), and I enjoyed it just as much, or maybe even more. I also, as many viewers have, tried to detect fallacies in the story. I couldn't find one. In addition, for those that appreciate great soundtracks, the music only helps to heighten the experience of the movie.",
14,beast123,133,psycho,9.5,"hitchcock's classic horror and horrifying film,",
14,beast123,136,conjuring,6,"horror doesn't mean jump scares all the time, but it's a fine watch.",
15,barath,119,dead pool,7,super hero's action comedy film that provides entertainment till the end.,
15,barath,104,sankranthiki vastunam,8.5,a must family watch. brings lots of laughter all around.,
15,barath,106,rrr,9,historical action drama packed with emotional and character driven elements. a great one to watch.,
15,barath,123,mad ,9,generates good comedy and can get out of daily tensions till we watch it., 
15,barath,124,mad 2,6,fine comedy entertainer. can have a watch!,
